operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_6.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_7.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_8.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_9.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_10.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_11.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_12.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_13.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_14.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",8,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_15.bin,3,analysis
write,0,1048576.0,100.0,1,1,0.05,"[8, 16]",8,1,2000.0,pfs,100,aggregate,aggregate_0-node0,aggregate_out.bin,3,analysis
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_0-node0,sim_out_0.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_1-node0,sim_out_1.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_2-node1,sim_out_2.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_3-node1,sim_out_3.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_4-node2,sim_out_4.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_5-node2,sim_out_5.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_6-node3,sim_out_6.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_7-node3,sim_out_7.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_8-node4,sim_out_8.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_9-node4,sim_out_9.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_10-node5,sim_out_10.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_11-node5,sim_out_11.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_12-node6,sim_out_12.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_13-node6,sim_out_13.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_14-node7,sim_out_14.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_15-node7,sim_out_15.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_16-node8,sim_out_16.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_17-node8,sim_out_17.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_18-node9,sim_out_18.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_19-node9,sim_out_19.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_20-node10,sim_out_20.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_21-node10,sim_out_21.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_22-node11,sim_out_22.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_23-node11,sim_out_23.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_24-node12,sim_out_24.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_25-node12,sim_out_25.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_26-node13,sim_out_26.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_27-node13,sim_out_27.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_28-node14,sim_out_28.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_29-node14,sim_out_29.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_30-node15,sim_out_30.bin,1,
write,0,1048576.0,19660.79999923706,32,32,9.83039999961853,"[8, 16]",16,2,2000.0,pfs,19660,sim,sim_31-node15,sim_out_31.bin,1,
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_0-node0,sim_out_0.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_0-node0,analysis_out_0.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_1-node0,sim_out_1.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_1-node0,analysis_out_1.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_2-node1,sim_out_2.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_2-node1,analysis_out_2.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_3-node1,sim_out_3.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_3-node1,analysis_out_3.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_4-node2,sim_out_4.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_4-node2,analysis_out_4.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_5-node2,sim_out_5.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_5-node2,analysis_out_5.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_6-node3,sim_out_6.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_6-node3,analysis_out_6.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_7-node3,sim_out_7.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_7-node3,analysis_out_7.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_8-node4,sim_out_8.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_8-node4,analysis_out_8.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_9-node4,sim_out_9.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_9-node4,analysis_out_9.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_10-node5,sim_out_10.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_10-node5,analysis_out_10.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_11-node5,sim_out_11.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_11-node5,analysis_out_11.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_12-node6,sim_out_12.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_12-node6,analysis_out_12.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_13-node6,sim_out_13.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_13-node6,analysis_out_13.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_14-node7,sim_out_14.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_14-node7,analysis_out_14.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_15-node7,sim_out_15.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_15-node7,analysis_out_15.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_16-node8,sim_out_16.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_16-node8,analysis_out_16.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_17-node8,sim_out_17.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_17-node8,analysis_out_17.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_18-node9,sim_out_18.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_18-node9,analysis_out_18.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_19-node9,sim_out_19.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_19-node9,analysis_out_19.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_20-node10,sim_out_20.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_20-node10,analysis_out_20.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_21-node10,sim_out_21.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_21-node10,analysis_out_21.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_22-node11,sim_out_22.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_22-node11,analysis_out_22.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_23-node11,sim_out_23.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_23-node11,analysis_out_23.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_24-node12,sim_out_24.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_24-node12,analysis_out_24.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_25-node12,sim_out_25.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_25-node12,analysis_out_25.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_26-node13,sim_out_26.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_26-node13,analysis_out_26.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_27-node13,sim_out_27.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_27-node13,analysis_out_27.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_28-node14,sim_out_28.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_28-node14,analysis_out_28.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_29-node14,sim_out_29.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_29-node14,analysis_out_29.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_30-node15,sim_out_30.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_30-node15,analysis_out_30.bin,2,sim
read,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_31-node15,sim_out_31.bin,2,sim
write,0,1048576.0,2457.5999994277954,32,32,1.2287999997138976,"[8, 16]",16,2,2000.0,pfs,2457,analysis,analysis_31-node15,analysis_out_31.bin,2,sim
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_0.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_1.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_2.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_3.bin,3,analysis
read,0,1048576.0,2457.5999994277954,1,1,1.2287999997138976,"[8, 16]",16,1,2000.0,pfs,2457,aggregate,aggregate_0-node0,analysis_out_4.bin,3,analysis
